"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","sex","age","educ","income","fruitsperday","vegsperday","ffq_veg_tomatoes","ffq_veg_stringbeans","ffq_veg_beans","ffq_veg_peas","ffq_veg_broccoli","ffq_veg_cauliflower","ffq_veg_cabbage","ffq_veg_carrot","ffq_veg_squash","ffq_veg_sweetpotatoes","ffq_veg_check6","ffq_veg_kale","ffq_veg_spinach","ffq_veg_lettuce","ffq_veg_celery","ffq_veg_peppers","ffq_veg_onions","ffq_veg_asparagus","ffq_veg_mushrooms","FFQ_F_grapes","ffq_fruit_bananas","ffq_fruit_canaloupe","ffq_fruit_avocado","ffq_fruit_apples","ffq_fruit_pears","ffq_fruit_oranges","ffq_fruit_grapefruit","ffq_fruit_check30","ffq_fruit_strawberries","ffq_fruit_blueberries","ffq_fruit_peaches","ffq_fruit_plums","ffq_time_First.Click","ffq_time_Last.Click","ffq_time_Page.Submit","ffq_time_Click.Count","e01","e02","e03","e04","e05","e06r","e07r","e08","check_2","m01","m02","m03","m04","m05","m06","m07r","m08","check_7","b01","b02r","b03","b04","b05r","b06","b07r","b08","b09","b10","b11","b12r","assignmentId","hitId","workerId","surv_time","surv_pay"
"2019-02-12 09:02:15","2019-02-12 09:05:40","0","e9c044f76501be1e","100","204","1","2019-02-12 09:05:40","R_3j8U24sbSiV0fSv","","","","",30.51,-97.75,"anonymous","EN","0","48","3","6","1","2","2.5","2.5","6","6","16","6","6","6","6","16","6","6","16","6","2.5","6","30","16","6","6","6","6","6","6","6","16","1","30","6","6","6","6","1.014","28.252","30.075","33","5","5","5","4","4","4","4","4","2","4","5","3","5","5","5","4","2","7","5","3","3","4","3","4","4","4","4","4","5","3","3GU1KF0O4I1PZ0H0940D5P8EARRPBF","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","55f157179e6bb9af","10","1.40"
"2019-02-12 09:01:51","2019-02-12 09:06:12","0","9bab39ccff30638b","100","261","1","2019-02-12 09:06:12","R_w5cyRmvNrBwvJ8l","","","","",39.11,-84.5,"anonymous","EN","0","34","6","6","1","1","2.5","6","1","1","1","1","1","2.5","1","1","6","1","2.5","2.5","1","1","2.5","2.5","1","2.5","2.5","1","2.5","6","1","1","1","30","2.5","2.5","1","1","1.917","29.572","30.526","30","5","4","6","5","3","3","2","6","2","5","3","2","5","5","5","2","5","7","3","1","6","2","2","5","3","6","2","1","3","4","3B1NLC6UGZWLQHPBPQSR60ZBQ4JGPN","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","e2dc21f1e7a7a833","10","1.40"
"2019-02-12 09:02:28","2019-02-12 09:06:17","0","c44ae6d3bdf35175","100","228","1","2019-02-12 09:06:17","R_NWJk8GGsprkrzax","","","","",39.78,-93.07,"anonymous","EN","1","31","3","1","1.5","2","1","2.5","1","1","1","6","2.5","6","1","1","6","1","1","16","2.5","16","6","1","1","6","1","1","1","6","1","6","1","30","6","6","1","1","2.677","23.439","25.424","26","5","2","6","4","7","7","5","4","2","5","7","1","4","6","6","3","1","7","7","3","3","5","1","7","5","7","3","2","7","1","3RYC5T2D73TCF7YP51M354DISDURPU","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","038ca6b6c2890226","10","1.40"
"2019-02-12 09:01:51","2019-02-12 09:06:21","0","88e0e96ffc45c4d1","100","269","1","2019-02-12 09:06:21","R_1mW14XiXBPCs9m4","","","","",41.58,-87.81,"anonymous","EN","1","36","6","5","0.25","1","6","1","1","1","2.5","1","1","6","1","1","6","1","6","6","1","6","6","1","1","1","6","1","1","16","1","1","1","30","6","6","1","1","3.317","26.854","27.451","26","4","6","5","5","5","5","4","5","2","5","5","4","4","6","5","5","3","7","6","3","5","4","3","5","3","4","5","5","4","3","3YJ6NA41JBGVHJFCXWDU3DRRIW0JPU","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","f909581036482a94","10","1.40"
"2019-02-12 09:02:56","2019-02-12 09:06:31","0","3f780b3b14fa48e6","100","215","1","2019-02-12 09:06:32","R_21FYuleyPcR5nPS","","","","",37.75,-97.82,"anonymous","EN","0","63","5","1","2.5","4","30","30","30","30","6","6","6","30","6","2.5","6","6","30","16","16","16","30","6","6","30","30","2.5","2.5","6","6","6","16","30","6","6","16","6","1.193","30.53","31.231","27","5","6","6","6","2","2","2","6","2","6","5","6","6","5","6","2","3","7","2","3","2","2","2","2","1","1","2","2","2","3","3XCC1ODXDLBXFJZ45E1S593SX9GRQL","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","fc6da373d59df7d3","10","1.40"
"2019-02-12 09:02:13","2019-02-12 09:06:32","0","3b5b2a847f8c4799","100","258","1","2019-02-12 09:06:32","R_2Wxm6tW5qrfnaBQ","","","","",41.27,-75.89,"anonymous","EN","1","23","6","4","1","0.5","1","1","1","2.5","2.5","1","2.5","2.5","1","2.5","6","1","2.5","2.5","1","1","2.5","1","1","1","1","1","1","16","1","1","1","30","2.5","2.5","1","1","3.571","6.979","33.198","3","5","5","6","5","3","3","4","5","2","4","5","3","5","3","3","2","7","7","3","5","2","3","3","3","1","5","2","3","6","2","3H7XDTSHKCRBAQMC1C6MYU77J1MWGY","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","16baa3b142f67043","10","1.40"
"2019-02-12 09:02:06","2019-02-12 09:06:40","0","74fa672f416679a5","100","274","1","2019-02-12 09:06:41","R_247dKPWBNxITYe5","","","","",39.97,-83.02,"anonymous","EN","1","34","3","3","2","3","16","1","2.5","1","2.5","2.5","1","2.5","1","1","6","1","1","16","1","2.5","6","1","1","1","16","6","1","1","1","2.5","1","30","16","16","1","1","2.275","31.187","32.056","27","4","6","5","5","4","7","5","4","2","4","5","5","4","4","3","2","4","7","1","2","6","2","4","6","4","6","2","1","4","3","36PW28KO4ZWGJZNIUCK6G2P4E24EAO","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","8a597f7d99dacf46","10","1.40"
"2019-02-12 09:02:08","2019-02-12 09:06:42","0","ca03eca65229485d","100","273","1","2019-02-12 09:06:42","R_2Qn71fCR8alsxUZ","","","","",48.32,-122.64,"anonymous","EN","1","29","3","6","2","1","1","1","2.5","1","2.5","1","1","2.5","1","1","2.5","1","1","6","1","2.5","6","1","1","2.5","1","2.5","1","2.5","1","6","1","30","2.5","2.5","2.5","2.5","3.927","50.118","51.12","52","4","4","4","4","4","4","4","4","2","4","4","4","4","4","4","4","4","7","4","4","4","4","4","4","4","4","4","4","4","4","3ZV9H2YQQD7AGEAO6XZ2F0IYFWHW3Q","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","4658c1829f27328e","10","1.40"
"2019-02-12 09:02:14","2019-02-12 09:06:48","0","4f4f742756c63f07","100","273","1","2019-02-12 09:06:49","R_qI2Cw2gF862KeQx","","","","",35.47,-79.17,"anonymous","EN","0","35","5","4","2","2","1","2.5","1","1","2.5","1","1","1","1","1","6","1","1","16","1","2.5","6","1","2.5","2.5","2.5","2.5","1","6","6","6","1","30","16","6","1","1","2.881","35.361","36.453","31","5","6","5","5","5","6","3","6","2","5","6","6","5","6","5","5","2","7","5","6","6","3","3","4","3","6","4","4","5","3","3YDTZAI2WXG2X9DP9NF0WFKAXJ541L","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","390a5cb051a3332f","10","1.40"
"2019-02-12 09:04:51","2019-02-12 09:06:49","0","4af44eaeaf4193b1","100","117","1","2019-02-12 09:06:49","R_30cbKqrg6wSRWyF","","","","",27.75,-82.75,"anonymous","EN","1","25","4","5","1","1","30","16","6","2.5","2.5","2.5","2.5","16","16","6","16","6","6","6","16","16","6","2.5","1","16","1","6","6","6","30","16","16","2.5","6","6","2.5","6","1.383","14.747","16.068","17","6","6","5","6","6","3","3","4","2","5","5","6","5","4","5","4","3","7","3","4","3","4","3","3","3","2","3","3","2","3","39N5ACM9HEN6B723BKMHEJDOMROP95","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","55a37cb5e915f4c2","10","1.40"
"2019-02-12 09:02:19","2019-02-12 09:06:54","0","6008dbe64f6ffa65","100","275","1","2019-02-12 09:06:54","R_2us31uQb1ZoZf9F","","","","",40.67,-73.97,"anonymous","EN","1","53","4","6","1","3","16","2.5","2.5","1","2.5","2.5","2.5","6","2.5","1","6","1","2.5","30","6","30","16","6","6","2.5","6","1","2.5","2.5","1","6","2.5","30","2.5","2.5","1","1","1.796","38.099","38.986","28","4","6","5","6","6","6","6","3","2","6","7","6","5","6","3","6","3","7","7","2","6","6","1","3","1","3","7","7","5","3","3LRKMWOKB5HPPRJADK54VU7OQKLZ28","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","80170a2be85aa8ba","10","1.40"
"2019-02-12 09:02:22","2019-02-12 09:07:00","0","ae836f6c1aeb011a","100","278","1","2019-02-12 09:07:00","R_tE5YgjDL7FKICWt","","","","",33.5,-112.03,"anonymous","EN","1","29","6","5","0.5","1","2.5","2.5","1","1","6","2.5","1","2.5","1","2.5","6","1","1","6","1","1","2.5","2.5","2.5","1","2.5","1","6","1","1","1","1","30","2.5","2.5","1","1","3.487","26.954","27.673","30","4","5","6","5","5","3","5","3","2","1","5","2","6","5","5","3","7","7","2","6","1","2","2","6","5","7","7","3","6","2","3RANCT1ZVFH2R5PWQQZ7FVVDI8JUBG","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","4ebbb655b79d4d28","10","1.40"
"2019-02-12 09:02:52","2019-02-12 09:07:12","0","deb0c1ff6a34098e","100","260","1","2019-02-12 09:07:12","R_3e9cRN65DrrXB7k","","","","",38.31,-85.74,"anonymous","EN","1","33","4","2","1","2","1","1","1","1","6","2.5","6","6","2.5","30","6","2.5","30","30","2.5","6","6","2.5","2.5","1","16","1","16","6","1","1","1","30","2.5","1","1","1","1.396","26.066","29.29","27","5","6","7","6","6","7","5","5","2","6","7","7","7","7","5","7","3","7","7","3","6","6","1","7","2","1","6","7","7","2","3VFJCI1K4ZZ62U5Q2IWGBVZQRM7GRF","3BVS8WK9Q0VUWUW2675R88CE6QLIBD","1babda507277c373","10","1.40"
